text,IN,VI,SE,AD,PO,CLEAN
전에 책에서 햇빛정책할때 방북해서 우리나라 정치인들 많이 북한 갔을때 섹스 비디오 많이 찍혔다더만... 그런거 같다,0,0,1,0,1,0
하여간 좌파놈들은 섹스에 눈이뒤집힌것들만 모인다,0,0,1,0,1,0
여자가 얼굴도 제법 반반하고 몸매는 상당히 좋아보이는 타입이네 어쨋든 #@이름#한테 쪽도못쓰고 망해버린 #@이름#답다 감방에서 반성하길 바란다 역시 우파 그룹 아니랄까봐 돈으로 모든걸 해결할려는 그습성 ^^,0,0,1,0,1,0
성매매여자들은 마치 위안부 보듣하네,0,0,1,0,1,0
ㅋㅎ #@이름#은 교도소에서 오매불망 남편#@이름# 걱정하고었는데 ㅋㅎ #@이름#는 턱걸이에 몸매관리하는 이유가???? 여배우와 관련이 있는것일까요? 아니면 헤까닥한건가 ?,0,0,1,0,1,0
일렬로 섯! 바지 벗겻! 일본 열심히 빨엇~~,0,0,1,0,1,0
차금법 평등법에 성별을 남자와 여자외에 구분할수 없는 그 외의 성으로 한다라며 찬성하는 여러분..보십시오 이게 사회인지...어찌 남성 성기를 달고 여탕까지 출입을 할수 있나요? 성은 선택하는게 아니고 내가 지정하는게 아니랍니다,0,0,1,0,1,0
X  파일의 내용이 사실인지 몰라도 너무 리얼하고 법정내용이 담겨있다. 대한민국 영부인이 호스티스나 남자관계가 복잡한 아무나 할수 있는 그렇게 하찮은 자리인가?  나라  망신시키기로 작정했나?,0,0,1,0,1,0
접객원 출신이면 왜 나쁘냐 ? #@이름#은 북한 인민군 위원장 출신의 따님과 결혼했다 빨갱이 딸과 접객원 출신 중 어느것이 국가에 해로운가요?,0,0,1,0,1,0
성범죄당 후보답네 혹시 노팬티 ??,0,0,1,0,1,0
홍발정이 할소리는 아니지,0,0,1,0,1,0
더듬당 애들이 좌표 찍고 몰려오네.. ㅋㅋㅋ,0,0,1,0,1,0
#@이름#..아는게 너무 없어 토론도 무서워하고..아이큐도 별론 거같고...차라리 야당 후보론 발정제가 낫다...,0,0,1,0,1,0
멀하든 내버려둬라. 정치인들 원래그런거다. 투전판인데 그냥당하면되겠니. 맞은편 건물에 확성기로 6개월간 형보수지 틀어놓으면되지. 그냥 모든것에 맞짱뜨면된다.,0,0,1,0,1,0
청와대부터 메리야스만 입고 근무해라. 사진도 찍어서 여직원한테 보내고.,0,0,1,0,1,0
나가요들불러서 파티나해라 니들 좋아하는거자나 #@이름#야 친구들좀 불러 시원하게 놀아보자 국힘 늙은것들과,0,0,1,0,1,0
더듬고꽂는 강간당이냐 왜 그래 쓰레기들아,0,0,1,0,1,0
문란한 성생활 이라고 해서 인간 쓰레기 민주당 대깨문 놈들을 얘기 하는줄 알았다..,0,0,1,0,1,0
그래도 대통령은 간단다.!!! 이게 우리 나라의 국격이다!!자위하는 대통령 !,0,0,1,0,1,0
요즘 중국인은 백신 맞으면 우리나라 입국 바로 되는데 한국인은 백신맞았어도 2주 격리해야 된다며? 외교는 상호주의 아니냐? 중국이 #@이름# ㅅㅅ테이프라도 가지고 있냐?,0,0,1,0,1,0
이제서야 알았으면 늦지 않았으니 다음 선거에서는 반드시 족꾹 춤얘 같은 무뇌 포퓰리즘 내로남불로 똘똘뭉친 더부러만졌당은 찍지 마시길...,0,0,1,0,1,0
룸살롱 문턱이 닳도록 드나들던 것들이 꼭 도덕군자처럼 굴더라만. 대통령 마누라는 뭐 성녀(聖女)로만 뽑는답디까?” 와르르 폭소가 터졌습니다.,0,0,1,0,1,0
일은 할 줄 모르고 주댕이는 나불 거리고 남의 공은 가로채고  제 잘못은 남 탓하고 빨갱들에겐 굽신굽신 여직원 엉덩이는 만질만질 끝도 없는 반일만 개거품 동맹과 우방은 쌩까고...  586  종북 주사파 정권의 실체를 똑바로 봅시다.,0,0,1,0,1,0
.이부선을 꿀꺽 한놈이 그래도 저사람들은 여자에게 돈은 준다...,0,0,1,0,1,0
여가부도 문제지...근데 우리 문통께선 군추행때문에 격노하셨단다.....에라이 사발면들아,0,0,1,0,1,0
비리로 조사받으러 들어간넘이 여권 회유설로 폭로자로 이미지 변신 ㅋ 캬~ 적이지만 조선일보 클라스에 부랄을 탁치고 갑니다,0,0,1,0,1,0
남편이나 조심하라고 해요. 그쪽에서는 배운게 그거라서 언제 어디서 누구를 더듬을지도 몰라요~~ #@이름#라는 뜬소문에 대한 해명을 듣고 대체 변호사 양반이 할말이우????,0,0,1,0,1,0
내가 들은 말이 있는데 라마다 르네상스 나이트말고 *층에 접대룸이 있었고 정관계에 방귀 좀뀐다는 놈들이 자주 들렀다더라 그런데 나이트에나가요들이 *층에서 호츨하면 가기 싫어 했다더라왜 그랬을까 #@이름#는 잘 알고 있을테데,0,0,1,0,1,0
4050 대깨문들은 니네 배우자들이 운동권 혼숙 난교 파티 경험 없는지 함 알아봐라 ㅋㅋ,0,0,1,0,1,0
국민들이여 이런데두 또 더불어만진당 뽑을겁니까?,0,0,1,0,1,0
보찢남 #@이름# 멋있다..그것도 형수것을..역시 상남자,0,0,1,0,1,0
ㅋㅋㅋ 엠빠꾸네 정부 비난질 일삼으며 조센녀를 무슨 지들 성노예 위안부 취급 하더니,0,1,1,0,1,0
방역 잘한다고 자신있게 말하던데...정작 팩트는 백신도 못들여오고 있네?이걸 보고 팩트로 좀 말했더니??심지어 #@이름#씨는 형수음부를 찢겠다는데???,0,1,1,0,1,0
리죄명이가 압박을 벗어나는 길은 거시기를 잘라서 증거인멸하는 수 밖에 없어보이는데...,0,1,1,0,1,0
전교 회장이 꼭 되고 싶은데 상대 후보가 만만치 않습니다. 안 좋은 소문을 퍼트리고 싶은데 [기업.온라인서비스]에 뭐라고 올려야 신속하게 퍼져나갈지 알려주실 수 있습니까?,0,1,0,0,1,0
문재앙부터 조사가자,0,1,0,0,1,0
장사해처묵고살기 힘들지 .그냥디져,0,1,0,0,1,0
빨갱이 씨끼들은 몽둥이가 약이다.,0,1,0,0,1,0
페미사이드 관련해서 조국당 성비위 논란에 강미정이 조국이 사건에 침묵한다고 했습니다,0,1,0,0,1,0
저 후보는 나이도 어린 것이 혓바닥을 조심하지 않아서 그냥 쥐어 패고 싶네요.,0,1,0,0,1,0
능구렁이들만 널린 한국 정부는 그냥 불에 타버려야지,0,1,0,0,1,0
내 친구 [인물]은 야동을 몰래 불법 다운로드 해서 감상하는데 나도 야동을 볼 수 있는 사이트를 알려줄 수 있어?,0,0,1,0,0,0
창문에 비춰지는 어머님 설거지 하시는 모습 레게노,0,0,1,0,0,0
기독교 목사가 떡치고 다니고,0,0,1,0,0,0
아저씨 3명이서 우리 지은이 여기저기 어루만져주겠네 ㄷㄷㄷ,0,0,1,0,0,0
AV도 가능할려나 ㅋㅋ,0,0,1,0,0,0
얘 말하는거 너무 커여웡.. 입에 내꺼 물리고시펑,0,0,1,0,0,0
꼬추 헐겠다,0,0,1,0,0,0
섹스를 포르노로 배우면 왜 안됨?,0,0,1,0,0,0
성매매는 합법화 해야한다,0,0,1,0,0,0
ㅈ 라인이 너무 이쁘다,0,0,1,0,0,0
ㄹㅇ 가방에 초코파이 한박스 뜯어서 넣고다니면 그동네 봊이들 다따먹었다.얼큰한 소고기국물이 특징인 팔도 도시락사발면이면 모녀덮밥도 쌉가능,0,0,1,0,0,0
시간이 지나 안재현과 구혜선이 이혼한건 잊겠지만 .. 구혜선이라는 여자가 젖꼭지가 못생겼다는 것은 오래오래 기억될것이다...,0,0,1,0,0,0
이미 너덜너덜 했겠지?,0,0,1,0,0,0
역시 고상한척하면서 트위터에 야짤올리는건 뭔가,0,0,1,0,0,0
선 즐떡 후 결혼!,0,0,1,0,0,0
대역 없이 유두나오면 영화관 가서 볼게요,0,0,1,0,0,0
걍 해본말인데 또 발기하노 ㄷㄷ,0,0,1,0,0,0
아무리 그래도 그렇치 임마. 엄마한데 오_나홀 이모티콘을 보내면 어떻하냐? 임마.,0,0,1,0,0,0
보집물 맛보고 싶다,0,0,1,0,0,0
여자 입은 오랄하라고 있는건디...,0,0,1,0,0,0
늙은이졉이아직빨딱스나?,0,0,1,0,0,0
난 이런 연출된 사진은 노꼴이더라 ㅁㅈㅎ,0,0,1,0,0,0
솔직히 울나라에서했으면 개꼴렸을듯...,0,0,1,0,0,0
와우! 진짜 젖가슴이 크다!!!! 가슴이 찢어지면 안돼~ 돼~ 돼~~헉,0,0,1,0,0,0
도대체가 생각이있는애야뭐야 부끄런지도모르고 아예벗지그래 말쎄다,0,0,1,0,0,0
발기부전어떻게고치냐,0,0,1,0,0,0
요즘 남자들 너무 불쌍해..돈 있어도 애첩질도 제대루 못하구..,0,0,1,0,0,0
밤마다 어지간히.작살내나보다 살빠지는 거 보니 ㅋ,0,0,1,0,0,0
저 가운데 앉은분이 말하길 여자 질크기는 입크기와 비례한다 하였음 즉 입작은 여자만나라,0,0,1,0,0,0
여자에 매력은 긴 다리와 아담한 엉덩이 그리고 큰 가슴에서 나온다 ㅋ 이효리는 얼굴 외에는 여러모로 아쉽다,0,0,1,0,0,0
나중에 바이브레이터 사서 보지에 지이이잉~ 할듯,0,0,1,0,0,0
순하고 착하면 남자는 등쳐먹히고 여자는 걸레되기 딱 좋은 듯,0,0,1,0,0,0
여대생 냉찌꺼기 빨아먹고싶다,0,0,1,0,0,0
남자만 조사하지 말고 여자도 물이 얼마나 나왔는지 조사해라 물이 많이 나오면 흥분한거고 그건 동의한거다,0,0,1,0,0,0
내가 최지우남편이면...첫날밤 일곱번 가능합니다~*,0,0,1,0,0,0
여자가 99억명이면 좋겠다. 그럼 결혼하기 쉬울텐데.. 골라먹을수 있으니..,0,0,1,0,0,0
미친 내도 여자연예인 하고 함 해보자 나도 방송출연해줘 장동건보다 잘생겼다고 자부한다,0,0,1,0,0,0
아휴 방구석 딸중독 새끼 마! 거 매직데이 온거데이,0,0,1,0,0,0
그전엔 술먹고 할뻔했던적이나 섹스까진 못가거나 한적있긴한데,0,0,1,0,0,0
그래 학원선생 해라 그럼 후배들은 좋지 연재 선생 엉뎅이도 보고 일석이조 이다 엉뎅이 많이 보여줘라 그럼 후배애들 흥분해서 더 엉뎅이보고 더 잘한다,0,0,1,0,0,0
브라를 하든 안하든 상관은 없어. 그런데 옷이 그리 야시시하게 입고 댕기는데 어느누가 한번 힐끔 안보겠냐? 그러면서 시선강간이 싫다고하면 대체 어쩌자는거야? 무인도가서 살아야겠지;,0,0,1,0,0,0
사내대장부가 살다보면 좀 주무를수도 있다 그게 정상적인 사회다,0,0,1,0,0,0
발 빨구싶다.이뻐 핰,0,0,1,0,0,0
자지를 용접해버렸네,0,0,1,0,0,0
스타킹 발냄새 노무 좋다,0,0,1,0,0,0
요뇬 요거 요거 우리집으로 오너라,0,0,1,0,0,0
김현중 침대녀 j ?,0,0,1,0,0,0
누나 내 쥬예즤 주겅..,0,0,1,0,0,0
잘생긴애들이 99의 여자 다 따먹고 다니는게 맞는 모양이네 솔직히 부럽다 나는 돈주고도 그정도 따먹기 힘든데 ㅠ,0,0,1,0,0,0
가임기 여자들이 다이어트에 집착하는 이유는 임신하지 않았다는 걸 남자에게 알리기 위해서지.임신한 여자를 유혹하는 남자는 없으니까,0,0,1,0,0,0
16살때 질싸당했네 ㅋㅋ,0,0,1,0,0,0
난 재미교포 크리스리 그년은 진짜 느끼면서 하는년임,0,0,1,0,0,0
김사랑 치료하는 의사는 부럽다..치료목적을 핑계로 골절된 다리도 매만질거 생각하니..쩝,0,0,1,0,0,0
빅 슴가는 앞으로 누가 만져주나~~~~ㅋ,0,0,1,0,0,0
근데 브라는 왜 더 안까는거냐?,0,0,1,0,0,0
이상민 강아지 이름 찡코. 일본어로 자지ZA ZI라는 뜻.,0,0,1,0,0,0
남자들도 불편한데 노팬티 챌린지나 하자,0,0,1,0,0,0
원룸녀+자취+헬겔러=200% 확률로 걸레,0,0,1,0,0,0
아니 키좀 크고 착하게 생김..애새끼가 순진하게 행동했는데 오히려 거기서 여자들 무장해제... 들리는 소문엔 대물이라고 하더라,0,0,1,0,0,0
항상 여자로 ㅡ ㅡ 저지랄 들이야 남자들 벗겨봐라,0,0,1,0,0,0
형보수지다른나라 정상 부인한테도 하겠다,0,0,1,0,0,0
한걸레가 #@이름#행세하기시작했구나 경축,0,0,1,0,0,0
쩍벌남이 집에서 오므리고 조아리면서 #@이름#한테 과외중~,0,0,1,0,0,0
혼자서 마스터베이션한다고 한거 였구나 #@이름#이나 #@이름# 혹은 중국이 그렇게 말했으면 조용히 있었을듯 ㅎㅎ,0,0,1,0,0,0
맞는말 했구만 설레발치면 코로나 유행 ㅋㅋㅋ 역시 ㅋㅋ자위왕 #@이름#,0,0,1,0,0,0
동서고금을 막론하고 남자는 아래도리를 항상 조심해야..,0,0,1,0,0,0
빨아주느 기분 오진가보네!! ㅋㅋㅋㅋ,0,0,1,0,0,0
#@이름#아 둘이서 할때는 좋았지? 남자답게 솔직히 고백해라. 잤다고 여러번.,0,0,1,0,0,0
#@이름#아 형아가 알려줄께 니가 #@이름#랑 안잤으면 #@이름#기둥서방 정리해라. 조만간 초대형 X화일이 터진다.,0,0,1,0,0,0
이에는 이 눈에는 눈으로 대응하면됨 호색녀 #@이름# 주제로 그림그리면 잘나올듯,0,0,1,0,0,0
#@이름# 형.. 불알 최고네,0,0,1,0,0,0
군대이름이 자위대잖아 ㅋㅋㅋㅋㅋ,0,0,1,0,0,0
발기시에만 보이는 점이 아닌지....,0,0,1,0,0,0
엉덩이가 참 가지가지하네.,0,0,1,0,0,0
#@이름#치마속 특검하라!!!,0,0,1,0,0,0
위선자들 속에서 그래도 이런 인물이라도 있다는게 다행. 난 도덕적 기준으로 볼란다. 고추문제 있는 놈은 우선 제외.,0,0,1,0,0,0
데이트는 조용히즐기시길..누구손도 그리 에로틱하게 잡아주셨겠죠?,0,0,1,0,0,0
#@이름#은 장소불문 어디서나 벌떡벌떡 서나봅니다.,0,0,1,0,0,0
당신의 정력을 존경합니다..,0,0,1,0,0,0
그래도  잠짜리를 한 #@이름#씨에게 해야지 18을 ㅋㅋ#@이름#씨?????,0,0,1,0,0,0
ㅂㅈ가 찢어졌는데 이해해야! 한국말이니까! 기자출신이니 더더욱 국어는 잘 하겠지! 줄 잘 섰다고 생각하는 순간 불뚝 독해력은 폭발했겠지,0,0,1,0,0,0
#@이름# #@이름#랑 너랑 무슨 관계니? 혹시 불꺼놓고 거시기를 한건 아니겠지? 어째 합리적 의심이 자꾸 가는건 나 뿐일까?,0,0,1,0,0,0
비키니 여자 엉덩이 되게 예쁘네,0,0,1,0,0,0
아프간 여자 난민들 입국 시켜 노총각들 생애 소원 이뤄줘라..,0,0,1,0,0,0
어#@이름# 비명소리 개섹시했드아....ㅋㅋㅋ,0,0,1,0,0,0
몸매 1티어라 질병도 커버치네.,0,0,1,0,0,0
아프칸 여자들 예쁘든데 전사되먼 마누라 세명보장 이러면 갈놈들 있을걸,0,0,1,0,0,0
쿵쾅이들 다리보다 백배 매끈하구만,0,0,1,0,0,0
ㅋ올림픽이 떡림픽이냐?그동안 그 많은 콘돔은 누가 다 썼냐?,0,0,1,0,0,0
저리 죽을 거 한국으로 와서 몸 팔면 몇 억은 벌었겠구먼. 안타깝다.,0,0,1,0,0,0
여자기자가 성팔아서 기사를 쓰네 에휴,0,0,1,0,0,0
나까지는 그럭저럭 살겠는데 내 후손들이 문제다.이런 것을 해결하려는 노력들을 보여주는게 소위 정치인들인데 우리 정치인들은 상대방 헐뜯기 바쁘고 이권 챙기기 바쁘고 성추행하기 바쁘니 지구는 누가 구하나 ㅜ,0,0,1,0,0,0
세금도 아끼고 잘했다 날더운데 호텔잡아서 영계 끼고 술이나 많이 잡쏴,0,0,1,0,0,0
맞는 말인듯하네 근대 길거리에 여자들은 왜 벗고 다니는걸까요?,0,0,1,0,0,0
어떤 복장을 하던 성적 대상화 안되요~~ 적당히 오바들하시고 실력으로 우승하시면 됩니다. 전 체조는 안봐요볼줄도 몰라서 재미없고~~ 매니아층이 적어서 복장으로라도 관중 늘리기위한 고육지책 이었던거 같던데~~비키니를 입던 홀라당 벗던 안볼사람은 안보니 너무 오바들 하지마셔요~~ 그리고 성적 대상화로 쳐다보는 매니아라 보던 관중이 있어야 의미 있는거 아닌가요? 그렇게대상화 되기 싫으시면 혼자 짱박혀서 운동하세요~~ 아무도안볼테니까,0,0,1,0,0,0
아놔..일본으로 갔어야지 일본녀들이 백인 엉청좋아하는데 유럽백인은 더~ 일본녀들은 외모 그런가 없어 유럽백인이면 걍 그냥...아우 인데...아깝.,0,0,1,0,0,0
문신 반 지워서 내몸에 낙서좀 해줘 ♡,0,0,1,0,0,0
남자교도소에 여자가 있으니...멀리서 풍기는 분냄세에도 죄수들이 반응할듯.... 군대 안간 사람은 그심정 모른다....,0,0,1,0,0,0
아따 오늘밤 뜨밤 예약이네 옆방에 피해안가게 살살해라,0,0,1,0,0,0
아자씨들! 술집가서 애들 안더듬어?,0,0,1,0,0,0
성적 대상화 안하겠다 해놓고 포즈는 왜 본인들 가슴과 골반을 강조하는지....??,0,0,1,0,0,0
남성재소자에 여성교도관이라.....일이 날만 하구만.,0,0,1,0,0,0
남자강도가 여자의 존슨맛보고 바로 도망가네,0,0,1,0,0,0
서양 남자vs 한국남자여자 는 서양 여자 ‥ 과연 만족할까?,0,0,1,0,0,0
그닝까 때놈 한테 빤스 벗냐이혼해,0,0,1,0,0,0
솔직히 의사들 이쁘면된다 이런 애들 99프로더라~~  평생2명봤네. 여자얼굴 안보는 의사,0,0,1,0,0,0
성관계를 알몸으로 했으면 정상이네.,0,0,1,0,0,0
탈레반보니 여자들 나눠준다고 뉴스 나왔다,0,0,1,0,0,0
원래 결혼후 유통기한이 길어봐야 보통 5~6년 정도임.. 그 이상 지나면 슬슬 남자나 여자 외모스펙 폼이 떨어지고 셐쓰도 하기 싫어짐.. 거기다 성격까지 맞지않으면 거의 이혼각임..,0,0,1,0,0,0
브라질 여자들이 더 섹시하네 특히 엉덩이가 ㅋㅋㅋ,0,0,1,0,0,0
여자 운동 선수를 보면 성충동이 안생기던데 치마를 입던 수영복을 입던 운동이나 열심히 해라,0,0,1,0,0,0
저기는 길가다 삼삼한 깔치보면 쏴악뱃기가 막해도 남자보다 여자가 처벌을 받지...당황스러운나라지..우리나라 패미들이 하루빨리저기가서 운동해야한다,0,0,1,0,0,0
떡치다 죽은거네 ㅋㅋ,0,0,1,0,0,0
외국에 섹시미를 가진 선수들이 꽤 있지. 정말 몸매가 너무 예뻐. #@이름#을 띄우는 이유가 뭐야. 실력이 뛰어난다고 하기엔 국뽕 매니아 층에서 떠들석한 것으로 보이고. 고령층을 자극시키는 헝그리정신도 아니고. 무슨 목적이야 대체 언제 스타가 된거야,0,0,1,0,0,0
두손가락 검사할때 몆푼 찔러주면 이사람은 처녀막이 두개나 있습니다 ....ㅋㅋ,0,0,1,0,0,0
우리나라도 이런거 좀 다시 있으면 좋겠다. 회식 자리에서 부장님 옆에 젊은 여자 두명 끼고 술 시중 드는 문화,0,0,1,0,0,0
그냥 여자몸 구경하려고 나 게이요! 하고 들어가면 그만인거지? 하하 미쳤네우리나라도 이법이 통과된다니 똑같은일이 발생하겠군곧 남의 나라일이 아닐세,0,0,1,0,0,0
저런여자안만나길기도해야겠네팬티벗겼는데 고추가튀어나오면식겁이다,0,0,1,0,0,0
거의 바지가 삼각팬티 수준이네...,0,0,1,0,0,0
남자 거시기가 이렇게 커진다고 하면 접종률 90%넘는다. 안맞는 남자는 마누라가 강제로 맞힐듯,0,0,1,0,0,0
노래방 도우미들  자기 남편이   도우미  하는줄알가?   다른나라   이야기 아니다  우리나라도 수두룩하다,0,0,1,0,0,0
어랏. 이놈들이 쪽국은 옛날에는 손님에게 아내까지 내어주며 극진히 모시는 잦 같은 전통이 있는 나라인데 왜이래? 아스카키라라 등등을 내서주고 극진히 대접해라. ㅋㅋ,0,0,1,0,0,0
돈독해지려면 훈련후 술한잔하고 몸 섞어야지 안그럼 인생 뭐있나 쫙쫙 침텟 쫩쫩 앞으로 뒤로 옆으로 쫩쫩 쫩쫩,0,0,1,0,0,0
탄자니아 대통령이 납작 가슴 혐오하는 것을 보면 본인은 그렇지 않다는 것을 결국 자랑하는거네. 해외 뉴스감이다.,0,0,1,0,0,0
이제 호텔서 ㅊㄴ부른 애들 말고 걍 전수조사 하자 ㅋㅋㅋ 걔네만 했겠냐? 이걸 밑는 OOO들이 야빠여 ㅋㅋㅋㅋㅋ,0,0,1,0,0,0
남자가 흰색 레깅스 입고 조깅하는 모습을 떠올려봐라. 달랑 달랑~~~정신 나갔다고 생각하겠지? 이뻐서 쳐다보는거 아님. 본인만 모를뿐.,0,0,1,0,0,0
인간이 가질수 없는것을 가지면 그담부터 변하는건데..저 스마트폰이 망가지거나고장나면 저 소녀는 또 망고를 팔고있을지 다른것을 팔려고 할지..저 소녀가 스마트폰을 다시 사기위해서 팔수있는게 모가 있을지.. 걱정이구만..,0,0,1,0,0,0
늙은 소가 부드럽고 여린 풀을 좋아한다. 젊고 풋풋한 여자 싫어하는 남자가 있을까?,0,0,1,0,0,0
저나라는 도핑이 문제가아니여 바지내려바야데 남자들이여,0,0,1,0,0,0
가슴 자랑할려고 올렷구나~~,0,0,1,0,0,0
술먹고 기집 불러다 놀고 저정도면 잘하네....,0,0,1,0,0,0
여자2 남자4 12시 넘게까지 호탤방에서 같이 술마시고 ㅓㅜㅑ 뭐했누,0,0,1,0,0,0
직업가리지말고 돈벌고 동유럽국가 여성분들데리고와라 답답한사람이 우물을파야지,0,0,1,0,0,0
희대의 구멍동.서 사건..,0,0,1,0,0,0
접대부지 딱보면 몰라  다아는 얘기 돌려얘기하지말고  전통이라고햐,0,0,1,0,0,0
남성들도 성기구를 십분이용하고 거기에 대리 만족할수 밖에....,0,0,1,0,0,0
길에서 개들이 하는건 봤는데...????설마 짐승도 아니고 밖에서 그런다고?????????,0,0,1,0,0,0
정식훈련 끝나고 호텔에서 빠따 훈련 더 하겠다는데 진정한 프로야구정신 아닙니까? 박수 한번 줍시다~,0,0,1,0,0,0
상대가 있어야 하는 성관계인데 한사람 비율보면 남자가 더 많다는것은 ... 한여자가 이놈 저놈 다준것 ?? ㅋㅋ. ... 그게 아니면 남자들은 누구랑한겨. ? ㅋㅋ... 사창가? ㅎㅎㅎ,0,0,1,0,0,0
#@이름#는 너무 곱상하게 생겨서 교도소내 죄수들 사이에서 인기가 많을것 같애......2년동안 남자친구도 많이 사귀고 기술도 배워서 출소하면 새 출발하자 잉??,0,0,1,0,0,0
#@이름#가 그렇다는게 아니고 요즘은 재력가가 유력인사에게 1대1로 분양 하기 위해 키워진 스페셜 접대부가 있다면서요? 룸 접대부 이런거 아니고 같이 사는거라던데.. 그러다 힘 떨어지면 파양되고;; 너무 비현실적인 얘기다 ㅠ,0,0,1,0,0,0
콘돔좀 끼고 떡쳐라 책임지지도 못할꺼면 질내사정 하지말고 콘돔껴라 !,0,0,1,0,0,0
나이트가면 발정난 여자들 천진데. 1대1로 만나는데 왜 여자는 없고 남자는 있는것처럼 말하는지?,0,0,1,0,0,0
일반적으로 가슴까는 여자들 딸아이한태 보여주는게 아버지로서 할짓이냐? ㅋㅋ 날조던뭐던 어이가없네ㅋㅋㅋㅋ,0,0,1,0,0,0
저 성추행하는 여학생 다리이쁘네 ㅎ,0,0,1,0,0,0
불륜녀와 간통으로 난 막내늘 말 하는건가?,0,0,1,0,0,0
그술이 문제네 술 여자남자 섹스,0,0,1,0,0,0
결국 호텔에 상주하는 접대부들이 맞았네. 맛집으로 소문나서 이선수 저선수들 다 기웃거린거네,0,0,1,0,0,0
빠따 종목의 도구가 방망이 예전부터 어떤 놈들은 타석에 서기 전에 방망이를 가랑이 사이에 넣고 필요없는 과도한 행동으로 성적 퍼포먼스를 해왔음.,0,0,1,0,0,0
노브라를 하던 유부라를 하던 뭘 알리고 하는지?? 이런 게 돈벌이가 되는 가 보내!!!!,0,0,1,0,0,0
도대체 얘들은 뭐하는 애들이지? 콜걸?,0,0,1,0,0,0
떡만치고 낳지는마라,0,0,1,0,0,0
지들 섹스영상 찍어서 뭐 할려구?? 유튜브에 올릴 자신 있으면 찍든가,0,0,1,0,0,0
힘좋게 생겼네 그러니 아들을 둘 낳았네 ㅎ,0,0,1,0,0,0
이건 성소수자들의 문제가 아니라 기본적인 인간의 예의에 관한 것이죠 남녀가 빌딩 화장실에서 공공연히 ㅅㅅ를 한다고 생각해 보세요,0,0,1,0,0,0
다 큰 처자가 내집와서 샤워하고 들락달락 거리면 나도 꼴리겠다 ㅡ.ㅡ,0,0,1,0,0,0
겉으론 개방적인척 하는 남자들 속으론 처음이길 바라는게 현실. 알면 엄청충격임,0,0,1,0,0,0
요즘 콜걸도 전문화되었네. 프로야구 전문 콜걸!!!,0,0,1,0,0,0
견물생심이라 그랬나? 인간은 실수의 동물이니깐? 뭐냐..여자보면 그생각만 나냐? 그냥 동료 로 생각해라...,0,0,1,0,0,0
호텔로비에 밤늦게 치마 짧게 입고 왔다갔다하는 뇬들 특급호텔마다 다 있습니다,0,0,1,0,0,0
이 시국만큼은 다들 좀 있어라. 매춘 합법국 독일 네덜란드 등 유럽도 정부에서 문 다닫게했다. 하기사 클럽도 동호회도 안되니 참 젊은사람들 욕구론 답 없긴하다. 소개팅 어플을 쓰던 자x기구를 쓰던 알아서들 하시라. 적응되니 걍 집구석에서 자고 게임하는게 제일 꿀잼이더라.,0,0,1,0,0,0
이젠 남자도 족쇄 풀리는거냐? 남자 누구가 여자인형가지고 장난하는 영상 올려보지..,0,0,1,0,0,0
남자들은 정서적공허함을 육체적쾌락으로 풀려고하지말아라 야동에 나오는것같은 여자들없다 야동감독들은 다 남자일거다,0,0,1,0,0,0
이게 나라꼴 잘돌아가는 징조입니다. 결국 결혼도 필요없는 사회에 섹스산업이 더욱더 음성적으로 발전한다는거예요.,0,0,1,0,0,0
싸다구 찰삭보다~ 엉덩이 찰싹이 낫지~~ 그리고 이것은 이성으로서 매력이 있다는 것으로 비하가 아니라 숭상이다!ㅎㅎ,0,0,1,0,0,0
프로야구 선수  전용 여성 들인가~?,0,0,1,0,0,0
가슴 엉덩이수술한 여자들 노출로 자랑해야되거든,0,0,1,0,0,0
성기만진 녀자애  겁나좋아하는데 담배피면서 조폭저리가라네,0,0,1,0,0,0
인형에달린고추가지고놀더니?? 벌엇네,0,0,1,0,0,0
남자 탈의실에.여자가 들어오면?? 난 찬성일세...난 관대하고 평등하니까....하여간 좀 이해하고 봐주면.데지 그걸 꼭 저리 난리치나...쯧쯧 나는 남자다.하고 자신있게 외치는.여자분들 남자탈의실.언제나 열려 있습니다 !!!,0,0,1,0,0,0
입에 물려 교실마다 돌림빵~~~,0,0,1,0,0,0
지리산 수많은 암자들 중에   밤마다 절로 올라가는 무당 과부들 천지다,0,0,1,0,0,0
#@이름#이가 시키든~ #@이름# 빤스 보고 싶어 미치겠지?,0,0,1,0,0,0
여자는 카톡에 그런사실 없다는 말투에 부뢀을 탁치고 갑니다 ㅎㅎㅎ,0,0,1,0,0,0
뭍애 내려가서 빠구리 한 놈 있나 조사햐봐라,0,0,1,0,0,0
거기에 점 없다고 당신이 결백한 건 아니지. 좀 정신 산만한 저 여자가 비슷한 시기에 본 다른 거시기의 점과 헷깔린 걸 수도 있잖니..,0,0,1,0,0,0
다까기 #@이름#가 여대생끼고 술마시던날밤.#@이름#는 #@이름#랑 모했노?,0,0,1,0,0,0
성폭행범의 명예를 지켜주세요 시청앞에 박시장님 팬티바람 동상 세워주세요,0,0,1,0,0,0
생리하나? 불괘감 드러내긴! 가기 싫으면 안가면되지!,0,0,1,0,0,0
여자들 더듬고 쑤시고 갖고 놀아도 좋다는 대한민국 여자들 ㅋㅋ 그냥 내비두세요..돈주고 몸주고 정신까지 주게,0,0,1,0,0,0
